Longitude,Latitude,Report,Date,Level1,L1,Level2,L2,Time range,P1,P2,Varcode,Value
9.2833,45.444,temp,,,,,,,,,B04001,2011
9.2833,45.444,temp,,,,,,,,,B04002,1
9.2833,45.444,temp,,,,,,,,,B04003,24
9.2833,45.444,temp,,,,,,,,,B04004,0
9.2833,45.444,temp,,,,,,,,,B04005,0
9.2833,45.444,temp,,,,,,,,,B04006,0
9.2833,45.444,temp,,,,,,,,,B05001,45.44442
9.2833,45.444,temp,,,,,,,,,B06001,9.28333
9.2833,45.444,temp,,,,,,,,,B07001,102
9.2833,45.444,temp,,,,,,,,,B07031,103.0

